"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"Arkansas,Ouachita County",7.72,6.73,1.43,6.41,6.41,6.46,7,2.12,0.56,7.72,7.53,1,7.53,7.33,7.63,2,0.61,0.28,7.72,6.73,1.43,6.41,6.41,6.46,7,2.12,0.56
"Arkansas,Perry County",8.18,6.26,1.13,6.41,1.48,6.46,46,2.53,1.55,8.18,7.52,1,7.33,7.33,7.24,13,0.71,0.34,8.18,6.2,1.12,6.41,1.48,6.46,48,2.64,1.54
"Arkansas,Pike County",8.37,6.14,1.18,6.41,1.68,6.46,72,2.17,1.55,8.37,7.5,1.12,7.36,7.07,7.44,16,0.48,0.36,8.37,5.96,1.15,6.41,1.68,6.46,85,2.57,1.49
"Arkansas,Poinsett County",7.48,6.26,1.43,6.41,1.48,6.46,30,1.91,1.35,7.48,7.4,1,7.36,7.33,7.44,5,0.32,0.07,7.48,6.2,1.42,6.41,1.48,6.46,31,1.97,1.38
"Arkansas,Polk County",7.72,6.4,1.26,6.41,1.89,6.46,27,4.04,0.98,7.72,7.41,1.2,7.33,7.33,7.24,5,0.75,0.17,7.72,6.4,1.26,6.41,1.89,6.46,27,4.04,0.98
"Arkansas,Pope County",7.72,6.42,1.17,6.41,1.49,6.46,93,3.36,1.1,7.72,7.36,1,7.36,7.07,7.44,21,0.76,0.18,7.72,6.38,1.17,6.41,1.49,6.46,96,3.47,1.11
"Arkansas,Pulaski County",8.5,6.39,1.19,6.41,1.23,6.46,474,2.72,1.19,8.5,7.47,1.07,7.36,7.03,7.44,105,0.6,0.31,8.5,6.29,1.18,6.41,1.23,6.46,513,2.94,1.19
"Arkansas,Saline County",7.7,6.36,1.14,6.41,1.49,6.46,36,3.11,1.19,7.7,7.33,1,7.33,7.07,7.24,8,0.69,0.18,7.7,6.24,1.13,6.41,1.49,6.46,39,3.36,1.21
"Arkansas,Scott County",8.41,6.53,1.18,6.41,1.68,6.46,134,3.15,0.97,8.41,7.4,1.03,7.33,7.07,7.44,38,0.89,0.24,8.41,6.44,1.18,6.41,1.68,6.46,142,3.34,1.02
"Arkansas,Sebastian County",7.9,6.15,1.22,6.41,1.48,6.46,118,3.49,1.46,7.9,7.37,1.04,7.36,7.03,7.44,23,0.68,0.23,7.9,6.08,1.21,6.41,1.48,6.46,127,3.75,1.42
"Arkansas,Sharp County",7.78,6.57,1.38,6.41,6.41,6.46,21,2.55,0.39,7.78,7.48,1,7.33,7.33,7.24,3,0.36,0.26,7.78,6.57,1.38,6.41,6.41,6.46,21,2.55,0.39
"Arkansas,St Francis County",7.9,6.03,1.15,6.41,1.48,6.46,116,1.58,1.65,7.9,7.47,1,7.36,7.07,7.44,23,0.31,0.25,7.9,5.95,1.14,6.41,1.48,6.46,125,1.7,1.62
"Arkansas,Union County",8.5,6.24,1.22,6.67,1.23,6.46,197,6.6,2.01,8.5,7.76,1.22,7.84,7.03,8.02,94,3.15,0.43,8.5,6.1,1.26,6.41,1.23,6.65,227,7.6,1.85
"Arkansas,Van Buren County",6.87,5.71,1.14,6.41,1.49,6.46,37,2.01,1.67,7.33,7.33,1,7.33,7.33,7.33,1,0.05,NA,6.87,5.71,1.16,6.41,1.49,6.46,38,2.07,1.64
"Arkansas,Washington County",8.5,6.38,1.23,6.41,1.34,6.46,177,3.02,1.42,8.5,7.46,1.23,7.36,7.07,7.24,53,0.9,0.36,8.5,6.24,1.22,6.41,1.34,6.46,192,3.27,1.45
"Arkansas,White County",8.5,6.22,1.17,6.41,1.17,6.46,3292,5.17,1.77,8.5,7.7,1.07,7.71,7.01,7.44,1223,1.92,0.46,8.5,6.11,1.17,6.41,1.17,6.46,3681,5.78,1.7
"Arkansas,Woodruff County",7.7,6.26,1.16,6.41,1.6,6.46,43,1.74,1.2,7.7,7.33,1,7.33,7.07,7.24,6,0.24,0.21,7.7,6.23,1.16,6.41,1.6,6.46,44,1.78,1.2
"Arkansas,Yell County",8.5,6.45,1.12,6.41,1.68,6.46,112,3.84,1.58,8.5,7.66,1,7.79,7.07,7.83,41,1.4,0.42,8.5,6.3,1.15,6.41,1.68,6.46,123,4.21,1.54
"California,Alameda County",8.5,6.3,1.21,6.41,1.17,6.46,2003,4.59,1.56,8.5,7.68,1.12,7.58,7.03,7.24,640,1.47,0.44,8.5,6.2,1.23,6.41,1.17,6.46,2179,5,1.51
"California,Butte County",8.5,6.3,1.18,6.41,1.11,6.46,5635,4.06,1.7,8.5,7.67,1.07,7.52,7.01,7.44,2126,1.53,0.44,8.5,6.19,1.19,6.41,1.11,6.46,6210,4.48,1.64
"California,Calaveras County",8.5,6.11,1.13,6.41,1.23,6.46,225,4.13,1.74,8.5,7.62,1.03,7.71,7.03,7.24,68,1.25,0.5,8.5,6.01,1.13,6.41,1.23,6.46,252,4.62,1.67
"California,Contra Costa County",8.5,6.4,1.16,6.41,1.23,6.46,544,2.67,1.26,8.5,7.51,1.05,7.36,7.01,7.24,149,0.73,0.38,8.5,6.26,1.16,6.41,1.23,6.46,600,2.94,1.27
"California,El Dorado County",7.72,6.27,1.18,6.41,1.49,6.46,272,3.01,1.26,7.72,7.4,1.06,7.36,7.07,7.24,50,0.55,0.18,7.72,6.19,1.17,6.41,1.49,6.46,290,3.21,1.26
"California,Fresno County",8.5,6.4,1.18,6.41,1.34,6.46,1093,2.87,1.34,8.5,7.58,1.06,7.36,7.03,7.24,308,0.81,0.41,8.5,6.29,1.18,6.41,1.34,6.46,1187,3.12,1.33
"California,Humboldt County",7.93,6.36,1.08,6.41,1.34,6.26,78,3.08,0.91,7.93,7.43,1,7.36,7.33,7.44,11,0.43,0.2,7.93,6.32,1.07,6.41,1.34,6.26,80,3.15,0.93
"California,Imperial County",8.37,6.87,1.14,7.29,1.77,7.05,14,5.83,1.63,8.37,7.74,1.12,7.68,7.29,7.24,8,3.33,0.49,8.37,6.87,1.14,7.29,1.77,7.05,14,5.83,1.63
"California,Inyo County",8.5,6.19,1.21,6.63,1.17,6.46,531,7.62,2,8.5,7.77,1.1,7.88,7.03,8.02,256,3.67,0.4,8.5,6.01,1.24,6.41,1.17,6.46,623,8.94,1.84
"California,Kern County",8.43,6.37,1.16,6.41,1.34,6.46,553,2.62,1.34,8.43,7.49,1.02,7.36,7.03,7.44,160,0.76,0.33,8.43,6.27,1.15,6.41,1.34,6.46,593,2.81,1.34
"California,Kings County",8.54,6.23,1.2,6.53,1.17,6.46,6742,9.1,1.86,8.54,7.83,1.09,7.92,7.01,8.02,2703,3.65,0.45,8.54,6.12,1.22,6.41,1.17,6.46,7582,10.24,1.75
"California,Lassen County",8.11,6.02,1.24,6.41,1.49,6.46,34,2.49,1.62,8.11,7.51,1,7.33,7.07,7.24,5,0.37,0.41,8.11,5.98,1.23,6.41,1.49,6.46,35,2.56,1.61
"California,Los Angeles County",8.54,6.27,1.18,6.41,1.11,6.46,42710,4.43,1.69,8.54,7.71,1.08,7.71,7.01,7.24,14858,1.54,0.45,8.54,6.15,1.19,6.41,1.11,6.46,47352,4.91,1.63
"California,Madera County",7.48,6.17,1,6.41,1.49,6.46,25,2.81,1.45,7.48,7.32,1,7.36,7.07,7.44,4,0.45,0.17,7.48,6.11,1,6.41,1.49,6.46,26,2.92,1.45
"California,Marin County",8.5,6.45,1.19,6.41,1.48,6.46,386,2.89,1.15,8.5,7.53,1.05,7.36,7.03,7.24,99,0.74,0.43,8.5,6.32,1.19,6.41,1.48,6.46,420,3.15,1.17
"California,Mendocino County",8.29,6.14,1.2,6.41,1.23,6.46,60,7.78,1.58,8.29,7.8,1.06,8,7.03,8.02,16,2.08,0.41,8.29,6.02,1.19,6.41,1.23,6.46,67,8.69,1.54
"California,Merced County",8.5,6.39,1.17,6.41,1.48,6.46,150,2.34,1.41,8.5,7.58,1,7.36,7.07,7.44,39,0.61,0.4,8.5,6.28,1.19,6.41,1.48,6.46,158,2.47,1.4
"California,Monterey County",8.54,6.13,1.23,6.57,1.17,6.46,844,6.5,2,8.54,7.84,1.1,7.92,7.01,8.02,348,2.68,0.45,8.54,6.04,1.25,6.41,1.17,6.46,951,7.33,1.88
"California,Napa County",8.18,6.55,1.29,6.41,1.68,6.46,75,3.64,0.88,8.18,7.5,1.19,7.36,7.17,7.44,16,0.78,0.32,8.18,6.51,1.3,6.41,1.68,6.46,77,3.74,0.89
"California,Nevada County",7.72,6.94,1.15,7.33,6.12,7.44,27,6.67,0.5,7.72,7.37,1,7.33,7.33,7.24,15,3.7,0.11,7.72,6.77,1.14,7.33,4.17,7.44,29,7.16,0.8
"California,Orange County",8.5,6.28,1.2,6.41,1.23,6.46,2901,4.41,1.59,8.5,7.68,1.12,7.6,7.03,7.44,878,1.34,0.44,8.5,6.15,1.22,6.41,1.23,6.46,3197,4.86,1.54
"California,Placer County",8.5,6.48,1.16,6.41,1.49,6.46,133,3.59,1.22,8.5,7.6,1.06,7.36,7.01,7.24,33,0.89,0.51,8.5,6.36,1.16,6.41,1.49,6.46,148,4,1.19
"California,Plumas County",7.72,6.3,1.19,6.41,1.48,6.46,42,2.86,1.48,7.72,7.45,1.08,7.41,7.07,7.44,12,0.82,0.19,7.72,6.27,1.19,6.41,1.48,6.46,43,2.93,1.47
"California,Riverside County",8.5,6.28,1.16,6.41,1.11,6.46,2106,2.98,1.46,8.54,7.54,1.05,7.36,7.03,7.44,551,0.78,0.39,8.5,6.17,1.16,6.41,1.11,6.46,2307,3.27,1.43
"California,Sacramento County",8.5,6.4,1.16,6.41,1.24,6.46,1329,3.42,1.34,8.5,7.51,1.05,7.36,7.03,7.44,385,0.99,0.39,8.5,6.28,1.16,6.41,1.24,6.46,1437,3.7,1.34
"California,San Benito County",8.5,6.26,1.24,6.81,1.17,6.65,714,11.92,2.07,8.5,7.93,1.11,8.07,7.01,8.02,340,5.68,0.45,8.5,6.13,1.27,6.57,1.17,6.65,806,13.46,1.94
"California,San Bernardino County",8.5,6.36,1.17,6.41,1.23,6.46,2584,3.03,1.3,8.5,7.51,1.05,7.36,7.03,7.44,642,0.75,0.36,8.5,6.27,1.17,6.41,1.23,6.46,2744,3.22,1.3
"California,San Diego County",8.54,6.33,1.19,6.41,1.17,6.46,5522,4.06,1.52,8.54,7.63,1.09,7.48,7.01,7.44,1700,1.25,0.41,8.54,6.19,1.2,6.41,1.17,6.46,6091,4.48,1.49
"California,San Francisco County",8.28,6.34,1.09,6.41,2.07,6.46,93,3.16,1.25,8.28,7.53,1.09,7.36,7.07,7.24,22,0.75,0.35,8.28,6.3,1.09,6.41,2.07,6.46,95,3.23,1.24
"California,San Joaquin County",8.5,6.37,1.2,6.41,1.48,6.46,475,2.82,1.21,8.5,7.45,1.04,7.36,7.01,7.24,108,0.64,0.31,8.5,6.29,1.19,6.41,1.48,6.46,503,2.99,1.21
"California,San Luis Obispo County",8.54,6.11,1.23,6.64,1.49,6.65,623,16.09,2.08,8.54,7.89,1.15,7.92,7.03,8.02,271,7,0.42,8.54,5.99,1.27,6.53,1.49,6.65,695,17.95,1.97
"California,San Mateo County",8.54,6.22,1.19,6.41,1.17,6.46,4484,5.21,1.66,8.54,7.69,1.08,7.61,7.01,7.44,1423,1.65,0.43,8.54,6.11,1.2,6.41,1.17,6.46,4924,5.72,1.6
"California,Santa Barbara County",8.54,6.41,1.18,6.53,1.17,6.46,1824,10.26,1.73,8.54,7.85,1.08,8.07,7.01,8.02,758,4.26,0.49,8.54,6.3,1.21,6.49,1.17,6.46,1996,11.23,1.67
"California,Santa Clara County",8.54,6.29,1.19,6.41,1.23,6.46,1461,1.63,1.45,8.54,7.6,1.09,7.42,7.03,7.24,359,0.4,0.41,8.54,6.18,1.18,6.41,1.23,6.46,1588,1.77,1.43
"California,Santa Cruz County",8.5,6.24,1.18,6.41,1.23,6.46,451,4.34,1.61,8.5,7.65,1.04,7.52,7.03,7.24,157,1.51,0.47,8.5,6.1,1.2,6.41,1.23,6.46,506,4.87,1.54
"California,Shasta County",7.93,6.51,1.14,6.41,1.49,6.46,64,3.66,0.97,7.93,7.37,1.19,7.36,7.07,7.24,16,0.91,0.21,7.93,6.49,1.14,6.41,1.49,6.46,65,3.71,0.98
"California,Solano County",8.5,6.15,1.16,6.41,1.48,6.46,154,2.93,1.49,8.5,7.53,1.03,7.33,7.07,7.44,29,0.55,0.39,8.5,6.09,1.16,6.41,1.48,6.46,164,3.12,1.46
"California,Sonoma County",8.5,6.29,1.22,6.53,1.23,6.46,790,7.99,1.74,8.5,7.86,1.1,7.92,7.03,7.83,278,2.81,0.44,8.5,6.17,1.24,6.41,1.23,6.46,877,8.87,1.65
"California,Stanislaus County",8.5,6.41,1.17,6.41,1.48,6.46,377,2.84,1.29,8.5,7.52,1.02,7.36,7.03,7.44,105,0.79,0.35,8.5,6.29,1.17,6.41,1.48,6.46,408,3.08,1.3
"California,Sutter County",8.26,6.5,1.27,6.41,1.49,6.46,125,2.76,1.18,8.26,7.41,1.1,7.33,7.03,7.24,41,0.91,0.29,8.26,6.31,1.24,6.41,1.49,6.46,140,3.09,1.25
"California,Tehama County",7.7,6.35,1.16,6.41,1.48,6.46,25,1.99,1.08,7.7,7.47,1,7.36,7.36,7.44,3,0.24,0.2,7.7,6.06,1.13,6.41,1.48,6.46,31,2.46,1.14
"California,Trinity County",6.41,5.19,NA,6.41,1.49,6.46,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.19,NA,6.41,1.49,6.46,NA,NA,2.12
"California,Tulare County",8.37,6.31,1.17,6.41,1.48,6.46,621,2.81,1.29,8.37,7.47,1.01,7.36,7.03,7.44,136,0.61,0.26,8.37,6.2,1.16,6.41,1.48,6.46,673,3.04,1.3
"California,Tuolumne County",8.54,6.28,1.25,6.91,1.23,8.02,486,19.93,2.07,8.54,7.89,1.17,7.96,7.01,8.02,252,10.34,0.41,8.54,6.1,1.28,6.57,1.23,6.85,571,23.42,1.91
"California,Ventura County",8.5,6.19,1.22,6.41,1.23,6.46,553,3.34,1.59,8.5,7.58,1.06,7.36,7.03,7.24,140,0.85,0.41,8.5,6.11,1.22,6.41,1.23,6.46,587,3.55,1.55
"California,Yolo County",8.54,6.27,1.19,6.57,1.17,6.46,2916,12.68,1.88,8.54,7.85,1.1,7.92,7.03,8.02,1247,5.42,0.44,8.54,6.13,1.23,6.53,1.17,6.46,3325,14.46,1.76
"California,Yuba County",8.5,6.35,1.2,6.41,1.48,6.46,162,3.07,1.58,8.5,7.67,1.2,7.67,7.03,7.44,56,1.06,0.41,8.5,6.22,1.22,6.41,1.48,6.46,180,3.41,1.54
"Colorado,Adams County",8.43,6.39,1.09,6.41,1.49,6.46,54,3.89,1.18,8.43,7.48,1.09,7.36,7.17,7.44,11,0.79,0.36,8.43,6.29,1.1,6.41,1.49,6.46,58,4.18,1.19
"Colorado,Arapahoe County",8.41,6.34,1.21,6.41,1.49,6.46,440,3.57,1.31,8.5,7.51,1.04,7.36,7.03,7.44,114,0.93,0.35,8.41,6.26,1.22,6.41,1.49,6.46,464,3.77,1.31
"Colorado,Boulder County",7.91,6.3,1.28,6.41,1.49,6.46,122,3.69,1.24,8.07,7.39,1.08,7.36,7.01,7.24,25,0.76,0.27,7.91,6.23,1.28,6.41,1.49,6.46,128,3.87,1.24
"Colorado,Broomfield County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Colorado,Denver County",8.5,6.32,1.18,6.41,1.24,6.46,1371,3.79,1.37,8.5,7.48,1.05,7.36,7.03,7.44,345,0.95,0.35,8.5,6.22,1.18,6.41,1.24,6.46,1466,4.06,1.36
"Colorado,Douglas County",8.43,6.39,1.24,6.41,1.66,6.46,80,4.86,1.29,8.5,7.57,1.04,7.36,7.03,7.44,25,1.52,0.43,8.43,6.27,1.22,6.41,1.66,6.46,90,5.47,1.25
"Colorado,Eagle County",8.13,6.13,1.23,6.41,1.77,6.46,13,2.04,2.06,8.13,8.1,1.25,8.09,8.07,8.22,4,0.63,0.03,8.07,5.79,1.25,6.34,1.77,6.46,16,2.51,1.84
"Colorado,El Paso County",8.5,6.25,1.19,6.41,1.34,6.46,319,3.18,1.33,8.5,7.46,1.02,7.33,7.07,7.44,59,0.59,0.29,8.5,6.18,1.19,6.41,1.34,6.46,336,3.35,1.32
"Colorado,Fremont County",7.48,6.66,1.14,6.41,6.29,6.46,21,3.84,0.41,8.11,7.39,1.17,7.26,7.07,7.24,6,1.1,0.38,7.48,6.66,1.14,6.41,6.29,6.46,21,3.84,0.41
"Colorado,Garfield County",7.72,6.46,1.1,6.41,1.48,6.46,40,2.3,1.13,7.72,7.33,1.08,7.33,7.07,7.24,12,0.69,0.21,7.72,6.31,1.09,6.41,1.48,6.46,44,2.53,1.18
"Colorado,Grand County",7.48,5.95,1.37,6.41,1.9,6.46,19,3.24,1.69,7.48,7.34,1,7.36,7.17,7.44,4,0.68,0.13,7.48,5.95,1.37,6.41,1.9,6.46,19,3.24,1.69
"Colorado,Jefferson County",8.37,6.6,1.17,6.41,1.48,6.46,93,6.07,1.01,8.37,7.43,1.07,7.29,7.07,7.24,30,1.96,0.35,8.37,6.56,1.17,6.41,1.48,6.46,95,6.2,1.04
"Colorado,Kit Carson County",7.72,6.25,1.2,6.41,1.49,6.46,61,4.17,1.47,7.72,7.27,1.06,7.07,7.07,7.05,17,1.16,0.27,7.72,6.17,1.18,6.41,1.49,6.46,65,4.44,1.46
"Colorado,La Plata County",8.54,6.17,1.31,6.89,1.23,7.83,720,23.17,2.13,8.54,7.91,1.17,7.98,7.03,8.02,369,11.87,0.39,8.54,6.03,1.35,6.57,1.23,6.65,812,26.13,1.99
"Colorado,Larimer County",8.5,6.5,1.26,6.53,1.51,6.46,239,5.63,1.64,8.5,7.74,1.07,7.76,7.03,7.44,109,2.57,0.46,8.5,6.37,1.26,6.41,1.51,6.46,257,6.05,1.62
"Colorado,Las Animas County",7.15,5.43,1.12,6.41,1.49,6.46,16,4.79,2.04,8.01,8.01,1,8.01,8.01,8.01,1,0.3,NA,6.77,5.33,1.14,6.39,1.49,6.46,21,6.29,1.75
"Colorado,Lincoln County",8.43,6.6,1.06,6.41,2.07,6.46,17,2.76,1.34,8.43,7.8,1,7.72,7.36,7.63,5,0.81,0.39,8.43,6.51,1.06,6.41,2.07,6.46,18,2.92,1.35
"Colorado,Mesa County",7.93,6.33,1.15,6.41,1.49,6.46,62,3.05,1.34,7.93,7.5,1,7.36,7.17,7.24,13,0.64,0.27,7.93,6.22,1.13,6.41,1.49,6.46,67,3.29,1.35
"Colorado,Moffat County",8.5,6.32,1.25,6.55,1.49,6.46,8,3.92,2.08,8.5,7.72,1,7.33,7.33,7.44,3,1.47,0.68,8.5,6.18,1.22,6.41,1.49,6.46,9,4.41,1.99
"Colorado,Montrose County",8.5,6.04,1.16,6.41,1.49,6.46,102,4.49,1.73,8.5,7.63,1.08,7.66,7.03,7.24,24,1.06,0.47,8.5,5.93,1.15,6.41,1.49,6.46,116,5.11,1.65
"Colorado,Park County",8.37,5.6,1.14,6.41,1.23,6.85,132,5.98,2,8.37,7.35,1.09,7.25,7.03,7.24,46,2.08,0.38,8.37,5.53,1.14,6.41,1.23,6.85,146,6.61,1.91
"Colorado,Phillips County",7.92,6.76,1.17,6.41,6.41,6.46,18,1.87,0.5,7.92,7.41,1,7.35,7.03,7.44,6,0.62,0.29,7.92,6.76,1.17,6.41,6.41,6.46,18,1.87,0.5
"Colorado,Pitkin County",7.71,6.17,1.47,6.41,2.47,6.46,32,2.37,1.22,8.54,7.73,1,7.7,7.17,7.44,7,0.52,0.55,7.71,5.97,1.41,6.41,2.47,6.46,39,2.89,1.18
"Colorado,Pueblo County",8.5,6.7,1.2,6.41,6.29,6.46,51,3.23,0.51,8.5,7.5,1,7.48,7.07,7.44,13,0.82,0.38,8.5,6.54,1.18,6.41,4.77,6.46,56,3.54,0.7
"Colorado,Rio Grande County",8.5,6.58,1.13,6.58,1.23,6.46,1675,11.27,1.73,8.5,7.97,1.06,8.07,7.01,8.41,708,4.77,0.5,8.5,6.42,1.15,6.53,1.23,6.46,1883,12.67,1.68
"Colorado,Routt County",7.36,6.53,1.25,6.41,6.41,6.46,8,3.33,0.34,7.36,7.36,1,7.36,7.36,7.36,1,0.42,NA,7.36,6.53,1.25,6.41,6.41,6.46,8,3.33,0.34
"Colorado,San Miguel County",8.5,6.82,1.17,6.41,6.41,6.46,12,2.06,0.68,8.5,7.86,1,7.72,7.36,7.63,3,0.51,0.58,8.5,6.68,1.15,6.41,5.01,6.46,13,2.23,0.83
"Colorado,Summit County",7.83,6.31,1.19,6.41,1.49,6.46,31,3.24,1.32,7.83,7.43,1.17,7.36,7.33,7.24,6,0.63,0.19,7.83,6.23,1.22,6.41,1.49,6.46,32,3.34,1.33
"Colorado,Teller County",7.36,6.6,1,6.41,6.41,6.46,5,5.21,0.42,7.36,7.36,1,7.36,7.36,7.36,1,1.04,NA,7.36,6.6,1,6.41,6.41,6.46,5,5.21,0.42
"Colorado,Weld County",7.72,6.21,1.23,6.41,1.48,6.46,92,2.92,1.35,7.72,7.37,1.06,7.36,7.07,7.44,17,0.54,0.19,7.72,6.16,1.22,6.41,1.48,6.46,95,3.01,1.35
"Connecticut,Fairfield County",8.5,6.3,1.21,6.41,1.48,6.46,1033,2.96,1.37,8.5,7.51,1.06,7.36,7.03,7.44,252,0.72,0.37,8.5,6.22,1.21,6.41,1.48,6.46,1096,3.14,1.37
"Connecticut,Hartford County",8.5,6.34,1.2,6.41,1.48,6.46,1011,2.61,1.27,8.5,7.48,1.04,7.36,7.03,7.44,225,0.58,0.32,8.5,6.25,1.19,6.41,1.48,6.46,1082,2.79,1.27
"Connecticut,Litchfield County",8.5,6.22,1.17,6.41,1.42,6.46,917,3.25,1.53,8.5,7.57,1.08,7.36,7.01,7.24,235,0.83,0.43,8.5,6.13,1.17,6.41,1.42,6.46,994,3.53,1.5
"Connecticut,Middlesex County",7.92,6.13,1.03,6.41,1.49,6.46,61,1.83,1.68,7.92,7.53,1,7.53,7.07,7.63,16,0.48,0.27,7.92,6.06,1.03,6.41,1.49,6.46,65,1.95,1.66
"Connecticut,New Haven County",8.5,6.29,1.18,6.41,1.17,6.46,1656,2.86,1.29,8.5,7.42,1.03,7.36,7.03,7.44,350,0.61,0.28,8.5,6.18,1.17,6.41,1.34,6.46,1796,3.11,1.29
"Connecticut,New London County",8.5,6.28,1.15,6.41,1.48,6.46,733,3.35,1.23,8.5,7.4,1.05,7.36,7.03,7.44,127,0.58,0.26,8.5,6.15,1.15,6.41,1.48,6.46,800,3.66,1.25
"Connecticut,Tolland County",8.5,6.22,1.18,6.41,1.48,6.46,966,3.19,1.49,8.5,7.5,1.02,7.36,7.01,7.44,243,0.8,0.35,8.5,6.13,1.18,6.41,1.48,6.46,1044,3.45,1.45
"Connecticut,Windham County",8.37,6.31,1.15,6.41,1.48,6.46,237,2.4,1.2,8.37,7.34,1,7.33,7.01,7.24,46,0.47,0.29,8.37,6.22,1.15,6.41,1.48,6.46,253,2.56,1.2
"Delaware,Kent County",8.5,6.39,1.17,6.41,1.49,6.46,128,2.3,1.13,8.5,7.35,1.03,7.33,7.03,7.24,30,0.54,0.33,8.5,6.3,1.17,6.41,1.49,6.46,136,2.45,1.16
"Delaware,New Castle County",8.5,6.34,1.18,6.41,1.48,6.46,295,2.51,1.32,8.5,7.48,1.01,7.36,7.03,7.24,71,0.6,0.33,8.5,6.28,1.18,6.41,1.48,6.46,309,2.63,1.31
"Delaware,Sussex County",8.19,6.3,1.19,6.41,1.48,6.46,176,3.08,1.36,8.19,7.47,1,7.36,7.07,7.24,41,0.72,0.31,8.19,6.24,1.18,6.41,1.48,6.46,185,3.24,1.36
"Florida,Alachua County",8.13,6.36,1.18,6.41,1.48,6.46,301,2.6,1.2,8.13,7.38,1.07,7.36,7.07,7.24,70,0.6,0.26,8.13,6.26,1.18,6.41,1.48,6.46,321,2.77,1.22
"Florida,Bay County",8.37,6.44,1.19,6.41,1.49,6.46,160,2.54,1.16,8.37,7.41,1.04,7.36,7.07,7.44,45,0.71,0.22,8.37,6.4,1.2,6.41,1.49,6.46,164,2.6,1.17
"Florida,Brevard County",8.37,6.6,1.21,6.41,1.66,6.46,207,3.44,0.91,8.5,7.62,1.02,7.42,7.03,7.44,56,0.93,0.42,8.37,6.56,1.21,6.41,1.66,6.46,214,3.55,0.92
"Florida,Broward County",8.5,6.36,1.18,6.41,1.23,6.46,2243,2.92,1.4,8.54,7.57,1.05,7.36,7.01,7.44,645,0.84,0.4,8.5,6.26,1.18,6.41,1.23,6.46,2418,3.15,1.38
"Florida,Charlotte County",7.72,6.58,1.25,6.41,1.88,6.46,40,3.2,0.89,7.72,7.42,1,7.48,7.07,7.44,11,0.88,0.2,7.72,6.58,1.25,6.41,1.88,6.46,40,3.2,0.89
"Florida,Clay County",8.07,6.41,1.13,6.41,1.49,6.46,104,2.88,1.01,8.07,7.49,1,7.36,7.17,7.24,18,0.5,0.27,8.07,6.31,1.14,6.41,1.49,6.46,111,3.08,1.05
"Florida,Collier County",8.5,6.29,1.14,6.41,1.48,6.46,232,3.69,1.48,8.54,7.57,1.04,7.36,7.03,7.24,57,0.91,0.35,8.5,6.21,1.14,6.41,1.48,6.46,248,3.94,1.45
"Florida,Duval County",8.5,6.29,1.18,6.41,1.23,6.46,1607,2.98,1.37,8.5,7.49,1.08,7.36,7.03,7.44,366,0.68,0.32,8.5,6.2,1.18,6.41,1.23,6.46,1720,3.19,1.36
"Florida,Escambia County",8.34,6.29,1.14,6.41,1.48,6.46,361,2.83,1.24,8.34,7.41,1.05,7.36,7.07,7.44,73,0.57,0.27,8.34,6.2,1.14,6.41,1.48,6.46,390,3.06,1.23
"Florida,Flagler County",7.93,6.2,1.11,6.41,1.68,6.46,53,3.37,1.66,7.93,7.49,1,7.36,7.17,7.24,15,0.95,0.22,7.93,6.1,1.11,6.41,1.68,6.46,57,3.62,1.63
"Florida,Gadsden County",6.41,6.41,NA,6.41,6.41,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.41,NA,NA,NA
"Florida,Hamilton County",7.93,6.13,1.07,6.47,1.48,6.46,14,2.75,1.92,7.93,7.43,1,7.36,7.07,7.24,5,0.98,0.39,7.93,6.13,1.07,6.47,1.48,6.46,14,2.75,1.92
"Florida,Hardee County",7.93,6.33,1.12,6.41,1.49,6.46,52,2.69,1.29,7.93,7.4,1,7.36,7.07,7.24,12,0.62,0.26,7.93,6.22,1.12,6.41,1.49,6.46,56,2.9,1.3
